X.0	X.1	X.2	X.3	Cluster
continuous	continuous	continuous	continuous	C1 C2 C3 C4
				meta
0.0	1.0	2.0	3.0	C3
-0.5529928995215395	-0.778013569375742	-0.5667329622351595	-0.15213192234868267	C4
-1.5731572234112305	-2.019170105975606	-1.645839500427245	-1.6510115623474089	C2
-2.359142257856288	-1.8046394928641931	-1.9747382205465556	-2.243022226250687	C2
1.0875836704088273	1.36795764591383	1.763698271046515	1.829583901944371	C3
-1.296032072150191	-0.5272005412889552	-0.46775616355564187	-0.3397398948669402	C4
0.05840737301370162	-0.016564501886781328	0.4182265157284954	0.16585095861684043	C4
-1.4799009779225245	-0.9045868832132079	-1.1967900898145583	-1.4531611276709484	C2
-0.4727479229802692	-0.3960018240887175	-0.18977038342019686	-0.7029544705929931	C4
-0.7888271041538425	-0.5923522534577732	0.2450371037358833	0.16940343690955442	C4
0.4205238134964632	0.19673081273618062	-0.4128623381904924	-0.0027304649352995216	C4
0.12546792652295774	-0.6701054034025762	-0.8779074378635563	-1.1610734068829047	C4
1.7525490926659604	1.7747901336006506	1.476855758998706	1.7650694100753153	C3
1.2184997682986032	0.7255755631820027	-0.015470396954079344	-0.10985446183577506	C4
-0.17395529125047976	-0.13284874791684248	-0.7216493108998164	-0.9486004083052894	C4
-2.622300807289457	-2.0655249802962583	-3.356535181791885	-3.1168332016986318	C2
0.9246871409208858	1.0868068280427363	1.2428201011989437	1.2853485065957806	C3
-1.9609386153843114	-1.4979248959085205	-1.8937754174937362	-1.3806306299955917	C2
0.9277471915535284	1.324824034649394	1.546490238023842	1.6244692885357432	C3
2.6313229892564833	1.8735828316730012	2.4955678442250138	1.8235729341921632	C1
1.3489571073780868	1.3705320689989184	1.5547946681147047	0.9843098474585524	C3
0.3539049355880053	0.21036354562510726	0.43598476078199405	0.20092046571814817	C4
-1.3048398764237135	-1.3819418451060408	-0.8349939180457063	-1.3874596015266718	C2
3.1888904198356274	2.9140030321867583	3.6558727015619703	2.9996419450511134	C1
-2.7100058389746646	-2.2500982782115098	-1.8713708711707064	-2.3761501851289135	C2
-1.750012725332511	-1.8654543918112039	-1.7462622352268375	-2.5832978663237167	C2
-0.170167462722117	-0.3369456664375626	-0.6613555327705705	-0.8603810559148342	C4
0.7831615406533925	0.8466786011405624	1.115165901184083	1.3718694894210184	C3
1.0207909749901791	1.0462715231853994	0.8249021032582169	0.6830406479213581	C4
0.6944403067879034	0.7425476488859768	0.6149519464244023	0.38700338861216993	C4
-0.7405350270478642	-0.4761834434840979	-1.2323097311932099	-1.0263817538385773	C4
-0.3246335112530273	-0.6714136787082827	0.017590423252272558	0.2505798630092487	C4
-1.1835971873739513	-1.429655415078867	-1.2955978808195685	-1.1244987529257038	C2
2.796101657204004	2.8727329834647812	2.811730617025625	3.141433081419575	C1
1.4056322305098803	1.2248739905979333	1.2474217870961075	1.697347752944286	C3
-2.2058962490247667	-1.4355154535044783	-1.82568307130233	-1.0788809444593315	C2
-2.040011318870215	-1.9933588691379702	-2.7785055492235258	-2.607201588672137	C2
2.9897857790407905	2.866307706418246	3.1688763411148746	3.832272434234622	C1
3.023730945587156	2.1034024197122334	2.780276613650116	3.2397678499636475	C1
0.5846805199332838	0.1877719132796589	-0.041473363793413584	0.23699373576952384	C4
